,Unnamed: 0,Title,Metascore,Rated,Runtime,Released,Year,Genre,Box Office,imdb_rating,imdb_votes,imdb_source,imdb_score,rotten_source,rotten_score,metacrit_source,metacrit_score
237,237,Bamboozled,50.0,R,135 min,20 Oct 2000,2000,"Comedy, Drama, Music","$1,883,628",6.5,"9,498",Internet Movie Database,6.5/10,Rotten Tomatoes,48%,Metacritic,50/100
241,241,Beautiful,23.0,PG-13,112 min,29 Sep 2000,2000,"Drama, Comedy","$2,834,122",5.5,"3,521",Internet Movie Database,5.5/10,Rotten Tomatoes,16%,Metacritic,23/100
244,244,Before Night Falls,85.0,R,133 min,23 Feb 2001,2000,"Biography, Drama, Romance","$2,768,814",7.2,"22,919",Internet Movie Database,7.2/10,Rotten Tomatoes,73%,Metacritic,85/100
245,245,Best in Show,78.0,PG-13,90 min,20 Oct 2000,2000,Comedy,"$16,574,225",7.5,"51,513",Internet Movie Database,7.5/10,Rotten Tomatoes,94%,Metacritic,78/100
246,246,Big Momma's House,33.0,PG-13,99 min,02 Jun 2000,2000,"Action, Comedy, Crime","$492,734",5.1,"76,719",Internet Movie Database,5.1/10,Rotten Tomatoes,30%,Metacritic,33/100
248,248,Bless the Child,17.0,R,107 min,11 Aug 2000,2000,"Crime, Drama, Horror, Thriller","$28,134,407",5.1,"13,333",Internet Movie Database,5.1/10,Rotten Tomatoes,3%,Metacritic,17/100
253,253,Bring It On,52.0,PG-13,98 min,25 Aug 2000,2000,"Comedy, Romance, Sport","$67,905,760",6.0,"81,928",Internet Movie Database,6.0/10,Rotten Tomatoes,63%,Metacritic,52/100
260,260,Charlie's Angels,52.0,PG-13,98 min,03 Nov 2000,2000,"Action, Adventure, Comedy, Crime, Thriller","$124,420,707",5.5,"164,922",Internet Movie Database,5.5/10,Rotten Tomatoes,68%,Metacritic,52/100
265,265,The Contender,59.0,R,126 min,13 Oct 2000,2000,"Drama, Thriller","$16,120,906",6.9,"22,041",Internet Movie Database,6.9/10,Rotten Tomatoes,76%,Metacritic,59/100
267,267,The Crew,37.0,PG-13,88 min,25 Aug 2000,2000,"Crime, Comedy","$12,485,210",5.6,"4,366",Internet Movie Database,5.6/10,Rotten Tomatoes,20%,Metacritic,37/100
269,269,Digimon: The Movie,20.0,PG,82 min,06 Oct 2000,2000,"Animation, Action, Adventure, Family, Sci-Fi","$9,009,288",6.1,"6,355",Internet Movie Database,6.1/10,Rotten Tomatoes,24%,Metacritic,20/100
270,270,Dinosaur,56.0,PG,82 min,19 May 2000,2000,"Animation, Adventure, Family, Thriller","$135,606,304",6.5,"48,445",Internet Movie Database,6.5/10,Rotten Tomatoes,64%,Metacritic,56/100
272,272,Dr. T & the Women,64.0,R,122 min,13 Oct 2000,2000,"Comedy, Drama, Romance","$12,115,208",4.6,"17,027",Internet Movie Database,4.6/10,Rotten Tomatoes,56%,Metacritic,64/100
275,275,"Dude, Where's My Car?",30.0,PG-13,83 min,15 Dec 2000,2000,"Comedy, Mystery, Sci-Fi","$44,992,961",5.5,"129,422",Internet Movie Database,5.5/10,Rotten Tomatoes,17%,Metacritic,30/100
276,276,Duets,40.0,R,112 min,15 Sep 2000,2000,"Comedy, Drama, Music, Romance","$4,262,782",6.1,"8,854",Internet Movie Database,6.1/10,Rotten Tomatoes,21%,Metacritic,40/100
277,277,Dungeons & Dragons,14.0,PG-13,107 min,08 Dec 2000,2000,"Action, Adventure, Fantasy","$14,813,627",3.6,"30,683",Internet Movie Database,3.6/10,Rotten Tomatoes,10%,Metacritic,14/100
278,278,The Emperor's New Groove,70.0,G,78 min,15 Dec 2000,2000,"Animation, Adventure, Comedy, Family, Fantasy","$87,320,505",7.3,"164,273",Internet Movie Database,7.3/10,Rotten Tomatoes,85%,Metacritic,70/100
280,280,An Everlasting Piece,56.0,R,103 min,23 Mar 2001,2000,Comedy,"$9,128",6.3,"1,449",Internet Movie Database,6.3/10,Rotten Tomatoes,48%,Metacritic,56/100
284,284,Finding Forrester,62.0,PG-13,136 min,12 Jan 2001,2000,Drama,"$51,370,406",7.3,"79,315",Internet Movie Database,7.3/10,Rotten Tomatoes,74%,Metacritic,62/100
288,288,Get Carter,24.0,R,102 min,06 Oct 2000,2000,"Action, Crime, Drama, Thriller","$14,551,088",5.1,"30,923",Internet Movie Database,5.1/10,Rotten Tomatoes,12%,Metacritic,24/100
289,289,The Gift,77.0,R,108 min,07 Aug 2015,2015,"Drama, Mystery, Thriller","$33,061,006",7.0,"125,554",Internet Movie Database,7.0/10,Rotten Tomatoes,92%,Metacritic,77/100
291,291,Girlfight,70.0,R,110 min,06 Oct 2000,2000,"Drama, Sport","$778,046",6.8,"8,940",Internet Movie Database,6.8/10,Rotten Tomatoes,87%,Metacritic,70/100
293,293,The Golden Bowl,62.0,R,130 min,25 May 2001,2000,"Drama, Romance","$2,178,448",6.0,"4,057",Internet Movie Database,6.0/10,Rotten Tomatoes,53%,Metacritic,62/100
294,294,Gone in 60 Seconds,35.0,PG-13,118 min,09 Jun 2000,2000,"Action, Crime, Thriller","$100,978,700",6.5,"248,030",Internet Movie Database,6.5/10,Rotten Tomatoes,25%,Metacritic,35/100
303,303,Hollow Man,24.0,R,112 min,04 Aug 2000,2000,"Action, Horror, Sci-Fi, Thriller","$72,055,301",5.8,"115,994",Internet Movie Database,5.8/10,Rotten Tomatoes,28%,Metacritic,24/100
305,305,How the Grinch Stole Christmas,46.0,PG,104 min,17 Nov 2000,2000,"Comedy, Family, Fantasy","$259,011,600",6.1,"185,093",Internet Movie Database,6.1/10,Rotten Tomatoes,51%,Metacritic,46/100
317,317,The Ladies Man,22.0,R,84 min,13 Oct 2000,2000,Comedy,"$13,384,928",5.2,"11,833",Internet Movie Database,5.2/10,Rotten Tomatoes,11%,Metacritic,22/100
320,320,The Legend of Bagger Vance,47.0,PG-13,126 min,03 Nov 2000,2000,"Drama, Fantasy, Sport","$30,366,277",6.7,"50,948",Internet Movie Database,6.7/10,Rotten Tomatoes,43%,Metacritic,47/100
321,321,Little Nicky,38.0,PG-13,90 min,10 Nov 2000,2000,"Comedy, Fantasy","$38,542,597",5.3,"92,790",Internet Movie Database,5.3/10,Rotten Tomatoes,22%,Metacritic,38/100
322,322,The Little Vampire,45.0,PG,95 min,27 Oct 2000,2000,"Adventure, Comedy, Family, Fantasy","$13,432,508",5.7,"8,925",Internet Movie Database,5.7/10,Rotten Tomatoes,55%,Metacritic,45/100
327,327,Lucky Numbers,31.0,R,105 min,27 Oct 2000,2000,"Comedy, Crime","$9,534,013",5.0,"9,464",Internet Movie Database,5.0/10,Rotten Tomatoes,22%,Metacritic,31/100
330,330,"Me, Myself & Irene",49.0,R,116 min,23 Jun 2000,2000,Comedy,"$560,525",6.6,"211,245",Internet Movie Database,6.6/10,Rotten Tomatoes,47%,Metacritic,49/100
331,331,Meet the Parents,73.0,PG-13,108 min,06 Oct 2000,2000,"Comedy, Romance","$164,454,835",7.0,"295,621",Internet Movie Database,7.0/10,Rotten Tomatoes,84%,Metacritic,73/100
332,332,Memento,80.0,R,113 min,25 May 2001,2000,"Mystery, Thriller","$23,844,220",8.4,"1,041,713",Internet Movie Database,8.4/10,Rotten Tomatoes,92%,Metacritic,80/100
344,344,Nutty Professor II: The Klumps,38.0,PG-13,106 min,28 Jul 2000,2000,"Comedy, Romance, Sci-Fi","$122,385,345",4.4,"45,929",Internet Movie Database,4.4/10,Rotten Tomatoes,26%,Metacritic,38/100
346,346,"O Brother, Where Art Thou?",69.0,PG-13,107 min,02 Feb 2001,2000,"Adventure, Comedy, Crime, Music","$45,150,731",7.7,"267,148",Internet Movie Database,7.7/10,Rotten Tomatoes,77%,Metacritic,69/100
348,348,The Original Kings of Comedy,76.0,R,115 min,18 Aug 2000,2000,"Comedy, Documentary","$37,680,981",6.8,"5,104",Internet Movie Database,6.8/10,Rotten Tomatoes,83%,Metacritic,76/100
352,352,The Patriot,63.0,R,165 min,28 Jun 2000,2000,"Action, Drama, History, War","$2,317,507",7.2,"239,862",Internet Movie Database,7.2/10,Rotten Tomatoes,61%,Metacritic,63/100
353,353,Pay It Forward,40.0,PG-13,123 min,20 Oct 2000,2000,Drama,"$32,801,029",7.2,"107,908",Internet Movie Database,7.2/10,Rotten Tomatoes,40%,Metacritic,40/100
357,357,Pollock,77.0,R,122 min,23 Mar 2001,2000,"Biography, Drama","$7,280,174",7.0,"25,606",Internet Movie Database,7.0/10,Rotten Tomatoes,81%,Metacritic,77/100
361,361,Proof of Life,45.0,R,135 min,08 Dec 2000,2000,"Action, Drama, Thriller","$31,193,043",6.2,"52,983",Internet Movie Database,6.2/10,Rotten Tomatoes,39%,Metacritic,45/100
363,363,Quills,70.0,R,124 min,25 Dec 2000,2000,"Biography, Drama","$4,284,664",7.3,"49,326",Internet Movie Database,7.3/10,Rotten Tomatoes,75%,Metacritic,70/100
368,368,Remember the Titans,48.0,PG,113 min,29 Sep 2000,2000,"Biography, Drama, Sport","$114,297,071",7.8,"186,166",Internet Movie Database,7.8/10,Rotten Tomatoes,73%,Metacritic,48/100
369,369,The Replacements,30.0,PG-13,118 min,11 Aug 2000,2000,"Comedy, Sport","$44,004,460",6.6,"54,798",Internet Movie Database,6.6/10,Rotten Tomatoes,41%,Metacritic,30/100
370,370,Requiem for a Dream,68.0,R,102 min,15 Dec 2000,2000,Drama,"$2,546,851",8.3,"708,524",Internet Movie Database,8.3/10,Rotten Tomatoes,79%,Metacritic,68/100
384,384,Sexy Beast,79.0,R,89 min,13 Jul 2001,2000,"Crime, Drama, Thriller","$5,972,627",7.3,"50,730",Internet Movie Database,7.3/10,Rotten Tomatoes,86%,Metacritic,79/100
385,385,Shadow of the Vampire,71.0,R,92 min,26 Jan 2001,2000,"Drama, Horror","$7,518,962",6.9,"38,051",Internet Movie Database,6.9/10,Rotten Tomatoes,82%,Metacritic,71/100
386,386,Shaft,50.0,R,99 min,16 Jun 2000,2000,"Action, Crime, Thriller","$70,334,258",5.9,"69,457",Internet Movie Database,5.9/10,Rotten Tomatoes,67%,Metacritic,50/100
392,392,Snatch,55.0,R,102 min,19 Jan 2001,2000,"Comedy, Crime","$30,093,107",8.3,"729,083",Internet Movie Database,8.3/10,Rotten Tomatoes,73%,Metacritic,55/100
394,394,Songcatcher,63.0,PG-13,109 min,27 Jul 2001,2000,"Drama, Music","$1,634,064",7.2,"3,084",Internet Movie Database,7.2/10,Rotten Tomatoes,74%,Metacritic,63/100
400,400,The Tao of Steve,70.0,R,87 min,01 Sep 2000,2000,"Comedy, Drama, Romance","$2,586,310",6.7,"7,131",Internet Movie Database,6.7/10,Rotten Tomatoes,80%,Metacritic,70/100
409,409,Traffic,86.0,R,147 min,05 Jan 2001,2000,"Crime, Drama, Thriller","$123,836,420",7.6,"187,487",Internet Movie Database,7.6/10,Rotten Tomatoes,92%,Metacritic,86/100
411,411,Turn It Up,18.0,R,86 min,06 Sep 2000,2000,"Crime, Drama, Action, Music","$738,654",4.2,"1,098",Internet Movie Database,4.2/10,Rotten Tomatoes,8%,Metacritic,18/100
413,413,Unbreakable,62.0,PG-13,106 min,22 Nov 2000,2000,"Drama, Mystery, Sci-Fi, Thriller","$95,000,000",7.3,"359,698",Internet Movie Database,7.3/10,Rotten Tomatoes,70%,Metacritic,62/100
416,416,Urban Legends: Final Cut,16.0,R,97 min,22 Sep 2000,2000,"Horror, Mystery, Thriller","$21,007,274",4.3,"15,082",Internet Movie Database,4.3/10,Rotten Tomatoes,9%,Metacritic,16/100
417,417,Vertical Limit,48.0,PG-13,124 min,08 Dec 2000,2000,"Action, Adventure, Drama, Thriller","$67,771,442",5.9,"55,764",Internet Movie Database,5.9/10,Rotten Tomatoes,48%,Metacritic,48/100
418,418,The Visit,55.0,PG-13,94 min,11 Sep 2015,2015,"Horror, Mystery, Thriller","$56,499,874",6.2,"104,031",Internet Movie Database,6.2/10,Rotten Tomatoes,67%,Metacritic,55/100
420,420,The Watcher,22.0,R,97 min,08 Sep 2000,2000,"Crime, Drama, Mystery, Thriller","$28,572,915",5.3,"24,499",Internet Movie Database,5.3/10,Rotten Tomatoes,10%,Metacritic,22/100
421,421,The Way of the Gun,49.0,R,119 min,08 Sep 2000,2000,"Action, Crime, Drama, Thriller","$5,225,573",6.7,"30,448",Internet Movie Database,6.7/10,Rotten Tomatoes,45%,Metacritic,49/100
422,422,What Lies Beneath,51.0,PG-13,130 min,21 Jul 2000,2000,"Drama, Fantasy, Horror, Mystery, Thriller","$155,018,556",6.6,"111,260",Internet Movie Database,6.6/10,Rotten Tomatoes,46%,Metacritic,51/100
424,424,What Women Want,47.0,PG-13,127 min,15 Dec 2000,2000,"Comedy, Fantasy, Romance","$181,483,882",6.4,"181,897",Internet Movie Database,6.4/10,Rotten Tomatoes,54%,Metacritic,47/100
428,428,Whipped,10.0,R,82 min,01 Sep 2000,2000,"Comedy, Romance","$3,780,907",4.5,"3,828",Internet Movie Database,4.5/10,Rotten Tomatoes,13%,Metacritic,10/100
429,429,The Whole Nine Yards,47.0,R,98 min,18 Feb 2000,2000,"Comedy, Crime","$57,262,492",6.7,"103,774",Internet Movie Database,6.7/10,Rotten Tomatoes,45%,Metacritic,47/100
430,430,Woman on Top,41.0,R,92 min,22 Sep 2000,2000,"Comedy, Fantasy, Romance","$4,513,772",5.3,"9,597",Internet Movie Database,5.3/10,Rotten Tomatoes,34%,Metacritic,41/100
432,432,X-Men,64.0,PG-13,104 min,14 Jul 2000,2000,"Action, Adventure, Sci-Fi","$156,164,829",7.4,"541,531",Internet Movie Database,7.4/10,Rotten Tomatoes,81%,Metacritic,64/100
434,434,You Can Count on Me,85.0,R,111 min,22 Dec 2000,2000,Drama,"$8,409,329",7.5,"26,184",Internet Movie Database,7.5/10,Rotten Tomatoes,95%,Metacritic,85/100
435,435,15 Minutes,34.0,R,120 min,09 Mar 2001,2001,"Action, Crime, Drama, Thriller","$24,160,216",6.1,"46,699",Internet Movie Database,6.1/10,Rotten Tomatoes,32%,Metacritic,34/100
437,437,3000 Miles to Graceland,21.0,R,125 min,23 Feb 2001,2001,"Action, Comedy, Crime, Thriller","$15,346,114",6.0,"42,026",Internet Movie Database,6.0/10,Rotten Tomatoes,14%,Metacritic,21/100
440,440,Ali,65.0,R,157 min,25 Dec 2001,2001,"Biography, Drama, Sport","$58,183,966",6.8,"88,641",Internet Movie Database,6.8/10,Rotten Tomatoes,67%,Metacritic,65/100
442,442,Along Came a Spider,42.0,R,104 min,06 Apr 2001,2001,"Drama, Thriller","$73,587,034",6.4,"69,296",Internet Movie Database,6.4/10,Rotten Tomatoes,31%,Metacritic,42/100
444,444,America's Sweethearts,44.0,PG-13,102 min,20 Jul 2001,2001,"Comedy, Romance","$93,008,426",5.7,"52,712",Internet Movie Database,5.7/10,Rotten Tomatoes,32%,Metacritic,44/100
446,446,American Outlaws,25.0,PG-13,94 min,17 Aug 2001,2001,"Action, Western","$11,888,985",6.0,"13,227",Internet Movie Database,6.0/10,Rotten Tomatoes,14%,Metacritic,25/100
447,447,American Pie 2,43.0,R,108 min,10 Aug 2001,2001,Comedy,"$144,044,409",6.4,"227,143",Internet Movie Database,6.4/10,Rotten Tomatoes,52%,Metacritic,43/100
452,452,The Anniversary Party,56.0,R,115 min,29 Jun 2001,2001,"Comedy, Drama, Romance","$2,974,308",6.3,"7,775",Internet Movie Database,6.3/10,Rotten Tomatoes,61%,Metacritic,56/100
453,453,Antitrust,31.0,PG-13,105 min,12 Jan 2001,2001,"Action, Crime, Drama, Thriller","$10,965,209",6.1,"27,586",Internet Movie Database,6.1/10,Rotten Tomatoes,24%,Metacritic,31/100
454,454,Atlantis: The Lost Empire,52.0,PG,95 min,15 Jun 2001,2001,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi","$83,561,615",6.9,"93,866",Internet Movie Database,6.9/10,Rotten Tomatoes,49%,Metacritic,52/100
455,455,Baby Boy,55.0,R,130 min,27 Jun 2001,2001,"Crime, Drama, Romance, Thriller","$27,823,989",6.4,"11,784",Internet Movie Database,6.4/10,Rotten Tomatoes,71%,Metacritic,55/100
456,456,Bandits,60.0,PG-13,123 min,12 Oct 2001,2001,"Comedy, Crime, Drama, Romance","$41,176,738",6.5,"62,694",Internet Movie Database,6.5/10,Rotten Tomatoes,64%,Metacritic,60/100
457,457,Bartleby,48.0,PG-13,83 min,10 Mar 2001,2001,"Comedy, Drama, Mystery","$60,283",6.4,"1,701",Internet Movie Database,6.4/10,Rotten Tomatoes,35%,Metacritic,48/100
459,459,Behind Enemy Lines,49.0,PG-13,106 min,30 Nov 2001,2001,"Action, Drama, Thriller, War","$58,767,833",6.4,"95,223",Internet Movie Database,6.4/10,Rotten Tomatoes,37%,Metacritic,49/100
461,461,Big Bad Love,49.0,R,111 min,01 Oct 2001,2001,"Comedy, Drama, Romance","$100,420",6.2,606,Internet Movie Database,6.2/10,Rotten Tomatoes,41%,Metacritic,49/100
462,462,Black Hawk Down,74.0,R,144 min,18 Jan 2002,2001,"Drama, History, War","$108,585,355",7.7,"342,968",Internet Movie Database,7.7/10,Rotten Tomatoes,76%,Metacritic,74/100
463,463,Black Knight,32.0,PG-13,95 min,21 Nov 2001,2001,"Adventure, Comedy, Fantasy","$33,327,325",4.9,"35,875",Internet Movie Database,4.9/10,Rotten Tomatoes,13%,Metacritic,32/100
468,468,The Brothers,50.0,R,106 min,23 Mar 2001,2001,"Comedy, Drama","$26,553,854",6.4,"3,810",Internet Movie Database,6.4/10,Rotten Tomatoes,63%,Metacritic,50/100
472,472,The Business of Strangers,67.0,R,84 min,21 Dec 2001,2001,"Drama, Thriller","$495,907",6.4,"3,542",Internet Movie Database,6.4/10,Rotten Tomatoes,80%,Metacritic,67/100
473,473,Captain Corelli's Mandolin,36.0,R,131 min,17 Aug 2001,2001,"Drama, Music, Romance, War","$25,261,240",5.9,"31,261",Internet Movie Database,5.9/10,Rotten Tomatoes,28%,Metacritic,36/100
474,474,The Cat's Meow,63.0,PG-13,114 min,03 May 2002,2001,"Drama, Romance","$3,176,936",6.4,"7,367",Internet Movie Database,6.4/10,Rotten Tomatoes,75%,Metacritic,63/100
479,479,CQ,56.0,R,88 min,31 May 2002,2001,"Drama, Comedy, Sci-Fi","$301,194",6.3,"4,428",Internet Movie Database,6.3/10,Rotten Tomatoes,66%,Metacritic,56/100
480,480,Crazy/Beautiful,61.0,PG-13,99 min,29 Jun 2001,2001,"Drama, Romance","$16,162,786",6.5,"23,041",Internet Movie Database,6.5/10,Rotten Tomatoes,63%,Metacritic,61/100
481,481,Crocodile Dundee in Los Angeles,37.0,PG,92 min,20 Apr 2001,2001,"Adventure, Comedy, Crime","$25,264,107",4.8,"22,438",Internet Movie Database,4.8/10,Rotten Tomatoes,11%,Metacritic,37/100
483,483,The Curse of the Jade Scorpion,52.0,PG-13,103 min,24 Aug 2001,2001,"Comedy, Crime, Mystery, Romance","$6,793,998",6.7,"36,001",Internet Movie Database,6.7/10,Rotten Tomatoes,46%,Metacritic,52/100
484,484,The Deep End,78.0,R,101 min,31 Aug 2001,2001,"Crime, Drama, Mystery, Romance, Thriller","$8,301,918",6.5,"10,616",Internet Movie Database,6.5/10,Rotten Tomatoes,82%,Metacritic,78/100
486,486,Den of Thieves,49.0,R,140 min,19 Jan 2018,2018,"Action, Crime, Drama, Mystery, Thriller","$44,680,327",7.0,"72,351",Internet Movie Database,7.0/10,Rotten Tomatoes,41%,Metacritic,49/100
487,487,Dogtown and Z-Boys,76.0,PG-13,91 min,10 May 2002,2001,"Documentary, Sport","$1,187,606",7.7,"11,507",Internet Movie Database,7.7/10,Rotten Tomatoes,92%,Metacritic,76/100
488,488,Domestic Disturbance,29.0,PG-13,89 min,02 Nov 2001,2001,"Crime, Mystery, Thriller","$44,379,332",5.6,"23,460",Internet Movie Database,5.6/10,Rotten Tomatoes,24%,Metacritic,29/100
489,489,Don't Say a Word,38.0,R,113 min,28 Sep 2001,2001,"Drama, Mystery, Thriller","$54,218,420",6.3,"46,063",Internet Movie Database,6.3/10,Rotten Tomatoes,24%,Metacritic,38/100
492,492,Down to Earth,32.0,PG-13,87 min,16 Feb 2001,2001,"Comedy, Fantasy","$63,095,559",5.5,"20,777",Internet Movie Database,5.5/10,Rotten Tomatoes,20%,Metacritic,32/100
493,493,Dr. Dolittle 2,49.0,PG,87 min,22 Jun 2001,2001,"Comedy, Family, Fantasy","$111,484,392",4.7,"39,455",Internet Movie Database,4.7/10,Rotten Tomatoes,42%,Metacritic,49/100
498,498,Enemy at the Gates,53.0,R,131 min,16 Mar 2001,2001,"Drama, History, War","$50,507,533",7.6,"226,903",Internet Movie Database,7.6/10,Rotten Tomatoes,54%,Metacritic,53/100
500,500,Evolution,40.0,PG-13,101 min,08 Jun 2001,2001,"Comedy, Sci-Fi","$37,571,347",6.1,"114,022",Internet Movie Database,6.1/10,Rotten Tomatoes,43%,Metacritic,40/100
502,502,The Fast and the Furious,58.0,PG-13,106 min,22 Jun 2001,2001,"Action, Crime, Thriller","$142,542,950",6.8,"324,411",Internet Movie Database,6.8/10,Rotten Tomatoes,53%,Metacritic,58/100
503,503,Festival in Cannes,46.0,PG-13,100 min,25 Jul 2002,2001,Comedy,"$41,006",6.0,502,Internet Movie Database,6.0/10,Rotten Tomatoes,65%,Metacritic,46/100
507,507,The Forsaken,35.0,R,90 min,27 Apr 2001,2001,"Horror, Thriller","$6,258,942",5.3,"8,000",Internet Movie Database,5.3/10,Rotten Tomatoes,7%,Metacritic,35/100
508,508,Frailty,64.0,R,100 min,12 Apr 2002,2001,"Crime, Drama, Thriller","$13,076,378",7.2,"71,932",Internet Movie Database,7.2/10,Rotten Tomatoes,74%,Metacritic,64/100
509,509,Freddy Got Fingered,13.0,R,87 min,20 Apr 2001,2001,Comedy,"$13,748,199",4.6,"44,167",Internet Movie Database,4.6/10,Rotten Tomatoes,10%,Metacritic,13/100
510,510,From Hell,54.0,R,122 min,19 Oct 2001,2001,"Horror, Mystery, Thriller","$30,692,411",6.8,"140,376",Internet Movie Database,6.8/10,Rotten Tomatoes,57%,Metacritic,54/100
512,512,Get Over It,52.0,PG-13,87 min,09 Mar 2001,2001,"Comedy, Romance","$11,294,663",5.7,"17,127",Internet Movie Database,5.7/10,Rotten Tomatoes,44%,Metacritic,52/100
513,513,Ghost World,88.0,R,111 min,21 Sep 2001,2001,"Comedy, Drama","$4,694,484",7.3,"107,574",Internet Movie Database,7.3/10,Rotten Tomatoes,92%,Metacritic,88/100
514,514,Ghosts of Mars,35.0,R,98 min,24 Aug 2001,2001,"Action, Horror, Sci-Fi","$7,307,616",4.9,"48,599",Internet Movie Database,4.9/10,Rotten Tomatoes,21%,Metacritic,35/100
515,515,The Glass House,34.0,PG-13,106 min,14 Sep 2001,2001,"Crime, Drama, Mystery, Thriller","$17,387,693",5.8,"29,837",Internet Movie Database,5.8/10,Rotten Tomatoes,21%,Metacritic,34/100
516,516,Glitter,14.0,PG-13,104 min,21 Sep 2001,2001,"Drama, Music, Romance","$3,865,759",2.2,"20,859",Internet Movie Database,2.2/10,Rotten Tomatoes,7%,Metacritic,14/100
519,519,Gosford Park,90.0,R,131 min,18 Jan 2002,2001,"Comedy, Drama, Mystery","$41,274,328",7.2,"74,488",Internet Movie Database,7.2/10,Rotten Tomatoes,86%,Metacritic,90/100
521,521,Hannibal,57.0,R,131 min,09 Feb 2001,2001,"Crime, Drama, Thriller","$163,877,858",6.8,"238,934",Internet Movie Database,6.8/10,Rotten Tomatoes,39%,Metacritic,57/100
522,522,Hardball,48.0,PG-13,106 min,14 Sep 2001,2001,"Drama, Sport","$39,697,363",6.4,"26,610",Internet Movie Database,6.4/10,Rotten Tomatoes,40%,Metacritic,48/100
523,523,Harry Potter and the Sorcerer's Stone,64.0,PG,152 min,16 Nov 2001,2001,"Adventure, Family, Fantasy","$317,557,891",7.6,"578,255",Internet Movie Database,7.6/10,Rotten Tomatoes,81%,Metacritic,64/100
525,525,Head Over Heels,27.0,PG-13,86 min,02 Feb 2001,2001,"Comedy, Mystery, Romance","$9,892,550",5.4,"13,300",Internet Movie Database,5.4/10,Rotten Tomatoes,10%,Metacritic,27/100
527,527,Hearts in Atlantis,55.0,PG-13,101 min,28 Sep 2001,2001,"Drama, Mystery","$23,604,382",6.9,"34,242",Internet Movie Database,6.9/10,Rotten Tomatoes,49%,Metacritic,55/100
528,528,Hedwig and the Angry Inch,85.0,R,95 min,31 Aug 2001,2001,"Comedy, Drama, Music, Musical","$1,547,128",7.7,"29,985",Internet Movie Database,7.7/10,Rotten Tomatoes,93%,Metacritic,85/100
529,529,Heist,66.0,R,109 min,09 Nov 2001,2001,"Action, Crime, Drama, Thriller","$23,287,872",6.5,"31,574",Internet Movie Database,6.5/10,Rotten Tomatoes,66%,Metacritic,66/100
531,531,How High,29.0,R,93 min,21 Dec 2001,2001,"Comedy, Fantasy","$31,155,435",6.3,"50,435",Internet Movie Database,6.3/10,Rotten Tomatoes,26%,Metacritic,29/100
533,533,Human Nature,56.0,R,96 min,12 Sep 2001,2001,"Comedy, Drama","$651,165",6.4,"16,762",Internet Movie Database,6.4/10,Rotten Tomatoes,49%,Metacritic,56/100
534,534,I Am Sam,28.0,PG-13,132 min,25 Jan 2002,2001,Drama,"$40,270,895",7.6,"136,877",Internet Movie Database,7.6/10,Rotten Tomatoes,35%,Metacritic,28/100
535,535,In the Bedroom,86.0,R,130 min,08 Feb 2002,2001,"Crime, Drama","$35,733,119",7.4,"35,572",Internet Movie Database,7.4/10,Rotten Tomatoes,93%,Metacritic,86/100
536,536,Jay and Silent Bob Strike Back,51.0,R,104 min,24 Aug 2001,2001,Comedy,"$29,885,424",6.8,"142,387",Internet Movie Database,6.8/10,Rotten Tomatoes,52%,Metacritic,51/100
538,538,Jimmy Neutron: Boy Genius,65.0,G,82 min,21 Dec 2001,2001,"Animation, Action, Adventure, Comedy, Family, Sci-Fi","$80,865,848",6.0,"28,519",Internet Movie Database,6.0/10,Rotten Tomatoes,74%,Metacritic,65/100
540,540,Joe Dirt,20.0,PG-13,91 min,11 Apr 2001,2001,"Adventure, Comedy, Drama","$27,087,695",5.9,"48,142",Internet Movie Database,5.9/10,Rotten Tomatoes,11%,Metacritic,20/100
542,542,Josie and the Pussycats,47.0,PG-13,98 min,11 Apr 2001,2001,"Comedy, Music","$14,126,075",5.4,"20,619",Internet Movie Database,5.4/10,Rotten Tomatoes,53%,Metacritic,47/100
543,543,Joy Ride,75.0,R,97 min,05 Oct 2001,2001,"Mystery, Thriller","$21,254,983",6.6,"60,677",Internet Movie Database,6.6/10,Rotten Tomatoes,74%,Metacritic,75/100
546,546,K-PAX,49.0,PG-13,120 min,26 Oct 2001,2001,"Drama, Sci-Fi","$50,040,205",7.4,"167,761",Internet Movie Database,7.4/10,Rotten Tomatoes,41%,Metacritic,49/100
547,547,Kate & Leopold,44.0,PG-13,118 min,25 Dec 2001,2001,"Comedy, Fantasy, Romance","$47,095,453",6.4,"74,813",Internet Movie Database,6.4/10,Rotten Tomatoes,50%,Metacritic,44/100
549,549,Kingdom Come,48.0,PG,94 min,11 Apr 2001,2001,"Comedy, Drama, Family","$22,574,258",5.6,"1,982",Internet Movie Database,5.6/10,Rotten Tomatoes,28%,Metacritic,48/100
550,550,Kiss of the Dragon,58.0,R,98 min,06 Jul 2001,2001,"Action, Crime, Drama, Thriller","$34,705,149",6.6,"58,381",Internet Movie Database,6.6/10,Rotten Tomatoes,51%,Metacritic,58/100
551,551,Kissing Jessica Stein,72.0,R,97 min,05 Apr 2002,2001,"Comedy, Drama, Romance","$6,960,929",6.5,"15,387",Internet Movie Database,6.5/10,Rotten Tomatoes,83%,Metacritic,72/100
