,Unnamed: 0,Title,Metascore,Rated,Runtime,Released,Year,Genre,Box Office,imdb_rating,imdb_votes,imdb_source,imdb_score,rotten_source,rotten_score,metacrit_source,metacrit_score
2229,2229,Persepolis,90.0,PG-13,96 min,22 Feb 2008,2007,"Animation, Biography, Drama, History, War","$4,400,000",8.1,"82,530",Internet Movie Database,8.1/10,Rotten Tomatoes,96%,Metacritic,90/100
2230,2230,Pirates of the Caribbean: At World's End,50.0,PG-13,169 min,25 May 2007,2007,"Action, Adventure, Fantasy","$309,404,152",7.1,"561,296",Internet Movie Database,7.1/10,Rotten Tomatoes,44%,Metacritic,50/100
2232,2232,Premonition,29.0,PG-13,96 min,16 Mar 2007,2007,"Drama, Fantasy, Mystery, Thriller","$47,852,604",5.9,"69,920",Internet Movie Database,5.9/10,Rotten Tomatoes,8%,Metacritic,29/100
2236,2236,Ratatouille,96.0,G,111 min,29 Jun 2007,2007,"Animation, Adventure, Comedy, Drama, Family, Fantasy","$112,408,657",8.0,"588,160",Internet Movie Database,8.0/10,Rotten Tomatoes,96%,Metacritic,96/100
2237,2237,The Reaping,36.0,R,99 min,05 Apr 2007,2007,"Horror, Thriller","$25,100,000",5.6,"40,906",Internet Movie Database,5.6/10,Rotten Tomatoes,8%,Metacritic,36/100
2240,2240,Reign Over Me,61.0,R,124 min,23 Mar 2007,2007,Drama,"$19,661,987",7.4,"90,315",Internet Movie Database,7.4/10,Rotten Tomatoes,64%,Metacritic,61/100
2242,2242,Rendition,55.0,R,122 min,19 Oct 2007,2007,"Drama, Thriller","$9,664,316",6.8,"52,347",Internet Movie Database,6.8/10,Rotten Tomatoes,47%,Metacritic,55/100
2243,2243,Reno 911!: Miami,47.0,R,84 min,23 Feb 2007,2007,"Comedy, Crime","$20,277,437",5.9,"25,637",Internet Movie Database,5.9/10,Rotten Tomatoes,34%,Metacritic,47/100
2245,2245,Resident Evil: Extinction,41.0,R,94 min,21 Sep 2007,2007,"Action, Horror, Sci-Fi, Thriller","$50,648,679",6.3,"174,844",Internet Movie Database,6.3/10,Rotten Tomatoes,23%,Metacritic,41/100
2246,2246,Resurrecting the Champ,55.0,PG-13,112 min,24 Aug 2007,2007,"Drama, Sport","$2,930,900",6.7,"19,696",Internet Movie Database,6.7/10,Rotten Tomatoes,60%,Metacritic,55/100
2247,2247,Rocket Science,73.0,R,101 min,28 Sep 2007,2007,"Comedy, Drama","$601,787",6.7,"12,556",Internet Movie Database,6.7/10,Rotten Tomatoes,84%,Metacritic,73/100
2249,2249,Rush Hour 3,44.0,PG-13,91 min,10 Aug 2007,2007,"Action, Comedy, Crime, Thriller","$140,080,850",6.2,"143,201",Internet Movie Database,6.2/10,Rotten Tomatoes,18%,Metacritic,44/100
2250,2250,Savage Grace,51.0,Not Rated,97 min,25 Jan 2008,2007,Drama,"$243,055",5.8,"10,218",Internet Movie Database,5.8/10,Rotten Tomatoes,38%,Metacritic,51/100
2251,2251,The Savages,85.0,R,113 min,01 Feb 2008,2007,"Comedy, Drama","$6,426,953",7.1,"34,616",Internet Movie Database,7.1/10,Rotten Tomatoes,89%,Metacritic,85/100
2252,2252,Saw IV,36.0,R,93 min,26 Oct 2007,2007,"Horror, Mystery, Thriller","$63,270,259",5.9,"132,394",Internet Movie Database,5.9/10,Rotten Tomatoes,19%,Metacritic,36/100
2254,2254,Seraphim Falls,62.0,R,115 min,13 Apr 2007,2006,"Action, Drama, Thriller, War, Western","$287,772",6.7,"27,826",Internet Movie Database,6.7/10,Rotten Tomatoes,55%,Metacritic,62/100
2256,2256,Shoot 'Em Up,49.0,R,86 min,07 Sep 2007,2007,"Action, Comedy, Crime, Thriller","$12,800,000",6.7,"140,303",Internet Movie Database,6.7/10,Rotten Tomatoes,67%,Metacritic,49/100
2257,2257,Shooter,53.0,R,124 min,23 Mar 2007,2007,"Action, Drama, Thriller","$47,000,000",7.2,"294,073",Internet Movie Database,7.2/10,Rotten Tomatoes,47%,Metacritic,53/100
2259,2259,Shrek the Third,58.0,PG,93 min,18 May 2007,2007,"Animation, Adventure, Comedy, Family, Fantasy","$320,706,665",6.0,"260,069",Internet Movie Database,6.0/10,Rotten Tomatoes,41%,Metacritic,58/100
2260,2260,Sicko,74.0,PG-13,123 min,03 Jul 2007,2007,"Documentary, Drama","$24,333,911",8.0,"71,647",Internet Movie Database,8.0/10,Rotten Tomatoes,92%,Metacritic,74/100
2261,2261,The Simpsons Movie,80.0,PG-13,87 min,27 Jul 2007,2007,"Animation, Adventure, Comedy","$183,100,000",7.3,"294,822",Internet Movie Database,7.3/10,Rotten Tomatoes,88%,Metacritic,80/100
2267,2267,Smokin' Aces,45.0,R,108 min,26 Jan 2007,2006,"Action, Crime, Drama, Thriller","$35,600,000",6.7,"132,085",Internet Movie Database,6.7/10,Rotten Tomatoes,30%,Metacritic,45/100
2269,2269,Spider-Man 3,59.0,PG-13,139 min,04 May 2007,2007,"Action, Adventure","$336,530,303",6.2,"467,228",Internet Movie Database,6.2/10,Rotten Tomatoes,63%,Metacritic,59/100
2271,2271,Stardust,66.0,PG-13,127 min,10 Aug 2007,2007,"Adventure, Family, Fantasy, Romance","$38,226,458",7.6,"240,548",Internet Movie Database,7.6/10,Rotten Tomatoes,76%,Metacritic,66/100
2273,2273,Starting Out in the Evening,78.0,PG-13,111 min,01 Jan 2007,2007,"Drama, Romance","$568,917",7.0,"3,028",Internet Movie Database,7.0/10,Rotten Tomatoes,87%,Metacritic,78/100
2276,2276,Stomp the Yard,44.0,PG-13,109 min,12 Jan 2007,2007,"Drama, Music, Romance","$61,356,221",5.4,"21,130",Internet Movie Database,5.4/10,Rotten Tomatoes,25%,Metacritic,44/100
2282,2282,Superbad,76.0,R,113 min,17 Aug 2007,2007,Comedy,"$121,463,226",7.6,"488,416",Internet Movie Database,7.6/10,Rotten Tomatoes,87%,Metacritic,76/100
2283,2283,Surf's Up,64.0,PG,85 min,08 Jun 2007,2007,"Animation, Comedy, Family, Sport","$58,867,694",6.7,"63,661",Internet Movie Database,6.7/10,Rotten Tomatoes,79%,Metacritic,64/100
2284,2284,Sweeney Todd: The Demon Barber of Fleet Street,83.0,R,116 min,21 Dec 2007,2007,"Drama, Horror, Musical, Thriller","$52,900,000",7.3,"325,012",Internet Movie Database,7.3/10,Rotten Tomatoes,85%,Metacritic,83/100
2285,2285,Sydney White,45.0,PG-13,108 min,21 Sep 2007,2007,"Comedy, Drama, Romance","$11,702,090",6.2,"43,758",Internet Movie Database,6.2/10,Rotten Tomatoes,36%,Metacritic,45/100
2286,2286,Talk to Me,69.0,R,118 min,03 Aug 2007,2007,"Biography, Drama, History, Music, War","$4,436,352",7.3,"9,104",Internet Movie Database,7.3/10,Rotten Tomatoes,82%,Metacritic,69/100
2288,2288,The Ten,50.0,R,96 min,25 Apr 2008,2007,"Comedy, Romance","$546,961",5.1,"15,991",Internet Movie Database,5.1/10,Rotten Tomatoes,36%,Metacritic,50/100
2289,2289,There Will Be Blood,93.0,R,158 min,25 Jan 2008,2007,Drama,"$40,133,435",8.1,"469,499",Internet Movie Database,8.1/10,Rotten Tomatoes,91%,Metacritic,93/100
2290,2290,Things We Lost in the Fire,63.0,R,118 min,19 Oct 2007,2007,Drama,"$3,241,832",7.2,"26,773",Internet Movie Database,7.2/10,Rotten Tomatoes,65%,Metacritic,63/100
2291,2291,TMNT,41.0,PG,103 min,23 Mar 2007,2007,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","$54,132,596",6.2,"58,803",Internet Movie Database,6.2/10,Rotten Tomatoes,34%,Metacritic,41/100
2292,2292,Transformers,61.0,PG-13,144 min,03 Jul 2007,2007,"Action, Adventure, Sci-Fi","$319,014,499",7.0,"573,108",Internet Movie Database,7.0/10,Rotten Tomatoes,58%,Metacritic,61/100
2293,2293,Underdog,37.0,PG,84 min,03 Aug 2007,2007,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","$43,710,394",4.7,"18,481",Internet Movie Database,4.7/10,Rotten Tomatoes,14%,Metacritic,37/100
2294,2294,Vacancy,54.0,R,85 min,20 Apr 2007,2007,"Crime, Horror, Thriller","$18,986,844",6.2,"89,683",Internet Movie Database,6.2/10,Rotten Tomatoes,55%,Metacritic,54/100
2296,2296,Waitress,75.0,PG-13,108 min,25 May 2007,2007,"Comedy, Drama, Romance","$18,699,775",7.0,"42,003",Internet Movie Database,7.0/10,Rotten Tomatoes,90%,Metacritic,75/100
2297,2297,Walk Hard: The Dewey Cox Story,63.0,R,96 min,21 Dec 2007,2007,"Comedy, Music","$18,317,151",6.8,"63,186",Internet Movie Database,6.8/10,Rotten Tomatoes,74%,Metacritic,63/100
2303,2303,We Own the Night,59.0,R,117 min,12 Oct 2007,2007,"Crime, Drama, Thriller","$27,600,000",6.8,"80,449",Internet Movie Database,6.8/10,Rotten Tomatoes,57%,Metacritic,59/100
2308,2308,Who's Your Caddy?,18.0,PG-13,93 min,27 Jul 2007,2007,"Comedy, Sport","$5,501,498",2.1,"14,334",Internet Movie Database,2.1/10,Rotten Tomatoes,6%,Metacritic,18/100
2309,2309,Why Did I Get Married?,54.0,PG-13,113 min,12 Oct 2007,2007,"Comedy, Drama","$55,184,721",5.8,"11,676",Internet Movie Database,5.8/10,Rotten Tomatoes,46%,Metacritic,54/100
2310,2310,Wild Hogs,27.0,PG-13,100 min,02 Mar 2007,2007,"Adventure, Comedy","$168,213,584",5.8,"109,964",Internet Movie Database,5.8/10,Rotten Tomatoes,14%,Metacritic,27/100
2312,2312,Year of the Dog,70.0,PG-13,97 min,11 May 2007,2007,"Comedy, Drama","$1,470,625",6.1,"5,848",Internet Movie Database,6.1/10,Rotten Tomatoes,69%,Metacritic,70/100
2314,2314,You Kill Me,64.0,R,93 min,13 Jul 2007,2007,"Comedy, Crime, Romance, Thriller","$2,311,434",6.5,"17,254",Internet Movie Database,6.5/10,Rotten Tomatoes,78%,Metacritic,64/100
2315,2315,Youth Without Youth,43.0,R,124 min,26 Oct 2007,2007,"Drama, Fantasy, Mystery, Romance","$200,000",6.3,"12,465",Internet Movie Database,6.3/10,Rotten Tomatoes,32%,Metacritic,43/100
2316,2316,Zodiac,78.0,R,157 min,02 Mar 2007,2007,"Crime, Drama, Mystery, Thriller","$33,000,000",7.7,"401,132",Internet Movie Database,7.7/10,Rotten Tomatoes,89%,Metacritic,78/100
2317,2317,"10,000 BC",34.0,PG-13,109 min,07 Mar 2008,2008,"Action, Adventure, Drama, Fantasy, History","$94,700,000",5.1,"120,746",Internet Movie Database,5.1/10,Rotten Tomatoes,8%,Metacritic,34/100
2318,2318,21,48.0,PG-13,123 min,28 Mar 2008,2008,"Crime, Drama, History, Thriller","$81,159,365",6.8,"215,630",Internet Movie Database,6.8/10,Rotten Tomatoes,35%,Metacritic,48/100
2319,2319,27 Dresses,47.0,PG-13,111 min,18 Jan 2008,2008,"Comedy, Romance","$76,800,000",6.1,"146,264",Internet Movie Database,6.1/10,Rotten Tomatoes,40%,Metacritic,47/100
2320,2320,88 Minutes,17.0,R,108 min,18 Apr 2008,2007,"Crime, Drama, Mystery, Thriller","$16,930,884",5.9,"71,949",Internet Movie Database,5.9/10,Rotten Tomatoes,5%,Metacritic,17/100
2322,2322,An American Carol,20.0,PG-13,83 min,03 Oct 2008,2008,"Comedy, Fantasy","$6,960,000",4.3,"9,108",Internet Movie Database,4.3/10,Rotten Tomatoes,11%,Metacritic,20/100
2323,2323,American Teen,66.0,PG-13,95 min,15 Aug 2008,2008,Documentary,"$785,817",6.4,"3,991",Internet Movie Database,6.4/10,Rotten Tomatoes,70%,Metacritic,66/100
2324,2324,Appaloosa,64.0,R,115 min,03 Oct 2008,2008,"Action, Crime, Drama, Romance, Western","$20,157,730",6.7,"56,077",Internet Movie Database,6.7/10,Rotten Tomatoes,76%,Metacritic,64/100
2326,2326,Baby Mama,55.0,PG-13,99 min,25 Apr 2008,2008,"Comedy, Romance","$60,269,340",6.0,"39,748",Internet Movie Database,6.0/10,Rotten Tomatoes,64%,Metacritic,55/100
2327,2327,Babylon A.D.,26.0,PG-13,90 min,29 Aug 2008,2008,"Action, Adventure, Crime, Fantasy, Sci-Fi, Thriller","$22,489,779",5.6,"90,263",Internet Movie Database,5.6/10,Rotten Tomatoes,6%,Metacritic,26/100
2328,2328,Ballast,84.0,Not Rated,96 min,19 Jan 2008,2008,Drama,"$100,000",7.0,"2,129",Internet Movie Database,7.0/10,Rotten Tomatoes,92%,Metacritic,84/100
2329,2329,Bangkok Dangerous,24.0,R,99 min,05 Sep 2008,2008,"Action, Crime, Thriller","$15,195,406",5.4,"53,217",Internet Movie Database,5.4/10,Rotten Tomatoes,8%,Metacritic,24/100
2330,2330,Be Kind Rewind,52.0,PG-13,102 min,22 Feb 2008,2008,Comedy,"$11,200,000",6.4,"86,061",Internet Movie Database,6.4/10,Rotten Tomatoes,65%,Metacritic,52/100
2331,2331,Bedtime Stories,33.0,PG,99 min,25 Dec 2008,2008,"Comedy, Family, Fantasy, Romance","$109,993,847",6.0,"83,267",Internet Movie Database,6.0/10,Rotten Tomatoes,26%,Metacritic,33/100
2334,2334,Beverly Hills Chihuahua,41.0,PG,91 min,03 Oct 2008,2008,"Adventure, Comedy, Drama, Family, Romance","$94,497,271",3.8,"21,125",Internet Movie Database,3.8/10,Rotten Tomatoes,40%,Metacritic,41/100
2335,2335,Body of Lies,57.0,R,128 min,10 Oct 2008,2008,"Action, Drama, Thriller","$39,380,442",7.1,"201,106",Internet Movie Database,7.1/10,Rotten Tomatoes,55%,Metacritic,57/100
2336,2336,Bolt,67.0,PG,96 min,21 Nov 2008,2008,"Animation, Adventure, Comedy, Drama, Family","$114,053,579",6.8,"176,458",Internet Movie Database,6.8/10,Rotten Tomatoes,89%,Metacritic,67/100
2338,2338,The Brothers Bloom,55.0,PG-13,114 min,19 Jun 2009,2008,"Action, Adventure, Comedy, Crime, Drama, Romance","$3,479,844",6.8,"46,593",Internet Movie Database,6.8/10,Rotten Tomatoes,68%,Metacritic,55/100
2339,2339,Burn After Reading,63.0,R,96 min,12 Sep 2008,2008,"Comedy, Crime, Drama, Thriller","$60,338,891",7.0,"290,816",Internet Movie Database,7.0/10,Rotten Tomatoes,78%,Metacritic,63/100
2340,2340,Cadillac Records,65.0,R,109 min,05 Dec 2008,2008,"Biography, Drama, Music","$8,134,217",7.0,"18,593",Internet Movie Database,7.0/10,Rotten Tomatoes,66%,Metacritic,65/100
2341,2341,Changeling,63.0,R,141 min,31 Oct 2008,2008,"Biography, Crime, Drama, History, Mystery, Thriller","$35,707,327",7.7,"224,840",Internet Movie Database,7.7/10,Rotten Tomatoes,61%,Metacritic,63/100
2344,2344,Choke,47.0,R,92 min,26 Sep 2008,2008,"Comedy, Drama","$2,831,900",6.5,"30,597",Internet Movie Database,6.5/10,Rotten Tomatoes,55%,Metacritic,47/100
2345,2345,The Chronicles of Narnia: Prince Caspian,62.0,PG,150 min,16 May 2008,2008,"Action, Adventure, Family, Fantasy","$141,614,023",6.5,"181,642",Internet Movie Database,6.5/10,Rotten Tomatoes,66%,Metacritic,62/100
2346,2346,City of Ember,58.0,PG,90 min,10 Oct 2008,2008,"Adventure, Family, Fantasy, Sci-Fi","$7,800,000",6.5,"60,047",Internet Movie Database,6.5/10,Rotten Tomatoes,53%,Metacritic,58/100
2347,2347,Cloverfield,64.0,PG-13,85 min,18 Jan 2008,2008,"Horror, Sci-Fi, Thriller","$79,952,254",7.0,"354,399",Internet Movie Database,7.0/10,Rotten Tomatoes,77%,Metacritic,64/100
2348,2348,College,15.0,R,94 min,29 Aug 2008,2008,Comedy,"$4,700,000",4.6,"11,768",Internet Movie Database,4.6/10,Rotten Tomatoes,5%,Metacritic,15/100
2349,2349,College Road Trip,36.0,G,83 min,07 Mar 2008,2008,"Adventure, Comedy, Drama, Family","$45,500,000",4.3,"14,677",Internet Movie Database,4.3/10,Rotten Tomatoes,12%,Metacritic,36/100
2350,2350,The Curious Case of Benjamin Button,70.0,PG-13,166 min,25 Dec 2008,2008,"Drama, Fantasy, Romance","$127,490,802",7.8,"545,579",Internet Movie Database,7.8/10,Rotten Tomatoes,71%,Metacritic,70/100
2351,2351,The Dark Knight,84.0,PG-13,152 min,18 Jul 2008,2008,"Action, Crime, Drama, Thriller","$533,316,061",9.0,"2,101,295",Internet Movie Database,9.0/10,Rotten Tomatoes,94%,Metacritic,84/100
2352,2352,The Day the Earth Stood Still,40.0,PG-13,104 min,12 Dec 2008,2008,"Drama, Sci-Fi, Thriller","$79,136,963",5.5,"156,812",Internet Movie Database,5.5/10,Rotten Tomatoes,21%,Metacritic,40/100
2355,2355,Death Race,43.0,R,105 min,22 Aug 2008,2008,"Action, Sci-Fi, Thriller","$36,064,910",6.4,"189,118",Internet Movie Database,6.4/10,Rotten Tomatoes,42%,Metacritic,43/100
2356,2356,Deception,31.0,R,107 min,25 Apr 2008,2008,"Crime, Drama, Mystery, Thriller","$4,575,019",6.1,"36,439",Internet Movie Database,6.1/10,Rotten Tomatoes,11%,Metacritic,31/100
2357,2357,Defiance,58.0,R,137 min,16 Jan 2009,2008,"Action, Drama, History, Thriller, War","$28,622,873",7.2,"131,085",Internet Movie Database,7.2/10,Rotten Tomatoes,58%,Metacritic,58/100
2358,2358,"Definitely, Maybe",59.0,PG-13,112 min,14 Feb 2008,2008,"Comedy, Drama, Romance","$32,000,000",7.1,"147,496",Internet Movie Database,7.1/10,Rotten Tomatoes,71%,Metacritic,59/100
2359,2359,Delgo,27.0,PG,94 min,12 Dec 2008,2008,"Animation, Adventure, Comedy, Family, Fantasy, Romance","$511,920",4.3,"2,724",Internet Movie Database,4.3/10,Rotten Tomatoes,12%,Metacritic,27/100
2360,2360,Disaster Movie,15.0,PG-13,87 min,29 Aug 2008,2008,Comedy,"$14,174,654",1.9,"83,575",Internet Movie Database,1.9/10,Rotten Tomatoes,1%,Metacritic,15/100
2361,2361,Doomsday,51.0,R,105 min,14 Mar 2008,2008,"Action, Sci-Fi, Thriller","$10,955,425",6.0,"69,723",Internet Movie Database,6.0/10,Rotten Tomatoes,51%,Metacritic,51/100
2362,2362,Doubt,68.0,PG-13,104 min,25 Dec 2008,2008,"Drama, Mystery","$33,422,556",7.5,"114,732",Internet Movie Database,7.5/10,Rotten Tomatoes,80%,Metacritic,68/100
2363,2363,Drillbit Taylor,41.0,PG-13,110 min,21 Mar 2008,2008,"Comedy, Drama","$32,853,640",5.7,"55,625",Internet Movie Database,5.7/10,Rotten Tomatoes,26%,Metacritic,41/100
2364,2364,Eagle Eye,43.0,PG-13,118 min,26 Sep 2008,2008,"Action, Mystery, Thriller","$101,111,837",6.6,"168,272",Internet Movie Database,6.6/10,Rotten Tomatoes,27%,Metacritic,43/100
2365,2365,Elegy,66.0,R,112 min,18 Apr 2008,2008,"Drama, Romance","$3,456,676",6.8,"21,192",Internet Movie Database,6.8/10,Rotten Tomatoes,74%,Metacritic,66/100
2366,2366,Expelled: No Intelligence Allowed,20.0,PG,90 min,18 Apr 2008,2008,Documentary,"$7,499,617",3.8,"11,677",Internet Movie Database,3.8/10,Rotten Tomatoes,11%,Metacritic,20/100
2368,2368,The Eye,36.0,PG-13,98 min,01 Feb 2008,2008,"Drama, Horror, Mystery, Thriller","$31,400,000",5.4,"49,449",Internet Movie Database,5.4/10,Rotten Tomatoes,22%,Metacritic,36/100
2369,2369,The Family That Preys,49.0,PG-13,111 min,12 Sep 2008,2008,Drama,"$37,019,849",5.6,"6,487",Internet Movie Database,5.6/10,Rotten Tomatoes,52%,Metacritic,49/100
2371,2371,Fireflies in the Garden,34.0,R,120 min,17 Jul 2008,2008,Drama,"$36,884",6.5,"11,983",Internet Movie Database,6.5/10,Rotten Tomatoes,21%,Metacritic,34/100
2372,2372,Fireproof,28.0,PG,122 min,26 Sep 2008,2008,"Drama, Fantasy, Romance","$33,451,479",6.5,"19,836",Internet Movie Database,6.5/10,Rotten Tomatoes,40%,Metacritic,28/100
2374,2374,Flash of Genius,57.0,PG-13,119 min,03 Oct 2008,2008,"Biography, Drama","$4,234,040",7.0,"15,844",Internet Movie Database,7.0/10,Rotten Tomatoes,60%,Metacritic,57/100
2375,2375,Fool's Gold,29.0,PG-13,112 min,08 Feb 2008,2008,"Action, Adventure, Comedy, Romance, Thriller","$70,158,206",5.7,"69,156",Internet Movie Database,5.7/10,Rotten Tomatoes,11%,Metacritic,29/100
2376,2376,The Forbidden Kingdom,57.0,PG-13,104 min,18 Apr 2008,2008,"Action, Adventure, Fantasy","$40,044,561",6.6,"97,609",Internet Movie Database,6.6/10,Rotten Tomatoes,64%,Metacritic,57/100
2377,2377,Forever Strong,37.0,PG-13,112 min,26 Sep 2008,2008,"Drama, Sport","$549,351",7.2,"9,863",Internet Movie Database,7.2/10,Rotten Tomatoes,29%,Metacritic,37/100
2378,2378,Forgetting Sarah Marshall,67.0,R,111 min,18 Apr 2008,2008,"Comedy, Drama, Romance","$62,900,000",7.1,"249,148",Internet Movie Database,7.1/10,Rotten Tomatoes,83%,Metacritic,67/100
2379,2379,Four Christmases,41.0,PG-13,88 min,26 Nov 2008,2008,"Comedy, Drama, Romance","$120,100,000",5.6,"58,622",Internet Movie Database,5.6/10,Rotten Tomatoes,24%,Metacritic,41/100
2380,2380,Frost/Nixon,80.0,R,122 min,23 Jan 2009,2008,"Biography, Drama, History","$18,600,000",7.7,"97,681",Internet Movie Database,7.7/10,Rotten Tomatoes,93%,Metacritic,80/100
2381,2381,Frozen River,82.0,R,97 min,05 Sep 2008,2008,"Crime, Drama","$2,061,019",7.1,"23,747",Internet Movie Database,7.1/10,Rotten Tomatoes,88%,Metacritic,82/100
2382,2382,Funny Games,44.0,R,111 min,04 Apr 2008,2007,"Crime, Drama, Thriller","$1,045,279",6.5,"84,568",Internet Movie Database,6.5/10,Rotten Tomatoes,52%,Metacritic,44/100
2385,2385,Get Smart,54.0,PG-13,110 min,20 Jun 2008,2008,"Action, Adventure, Comedy","$130,246,343",6.5,"191,772",Internet Movie Database,6.5/10,Rotten Tomatoes,50%,Metacritic,54/100
2386,2386,Ghost Town,72.0,PG-13,102 min,19 Sep 2008,2008,"Comedy, Drama, Fantasy, Romance","$13,214,030",6.7,"66,307",Internet Movie Database,6.7/10,Rotten Tomatoes,85%,Metacritic,72/100
2387,2387,Gran Torino,72.0,R,116 min,09 Jan 2009,2008,Drama,"$148,055,047",8.1,"676,361",Internet Movie Database,8.1/10,Rotten Tomatoes,81%,Metacritic,72/100
2388,2388,Hamlet 2,54.0,R,92 min,27 Aug 2008,2008,"Comedy, Music","$4,784,111",6.4,"16,162",Internet Movie Database,6.4/10,Rotten Tomatoes,62%,Metacritic,54/100
2389,2389,Hancock,49.0,PG-13,92 min,02 Jul 2008,2008,"Action, Adventure, Fantasy","$227,946,274",6.4,"417,000",Internet Movie Database,6.4/10,Rotten Tomatoes,41%,Metacritic,49/100
2391,2391,The Happening,34.0,R,91 min,13 Jun 2008,2008,"Drama, Mystery, Sci-Fi, Thriller","$64,500,000",5.0,"187,590",Internet Movie Database,5.0/10,Rotten Tomatoes,18%,Metacritic,34/100
2393,2393,Harold & Kumar Escape from Guantanamo Bay,57.0,R,104 min,25 Apr 2008,2008,"Adventure, Comedy","$38,087,366",6.6,"125,774",Internet Movie Database,6.6/10,Rotten Tomatoes,52%,Metacritic,57/100
2394,2394,The Haunting of Molly Hartley,28.0,PG-13,82 min,31 Oct 2008,2008,"Drama, Horror, Thriller","$13,350,177",3.9,"9,019",Internet Movie Database,3.9/10,Rotten Tomatoes,3%,Metacritic,28/100
2395,2395,Hellboy II: The Golden Army,78.0,PG-13,120 min,11 Jul 2008,2008,"Action, Adventure, Fantasy, Horror, Sci-Fi, War","$75,754,670",7.0,"244,675",Internet Movie Database,7.0/10,Rotten Tomatoes,86%,Metacritic,78/100
2396,2396,Henry Poole Is Here,44.0,PG,99 min,15 Aug 2008,2008,"Comedy, Drama","$1,749,146",6.5,"11,912",Internet Movie Database,6.5/10,Rotten Tomatoes,39%,Metacritic,44/100
2398,2398,High School Musical 3: Senior Year,57.0,G,112 min,24 Oct 2008,2008,"Comedy, Drama, Family, Music, Musical, Romance","$90,535,406",4.7,"53,616",Internet Movie Database,4.7/10,Rotten Tomatoes,64%,Metacritic,57/100
2399,2399,Horton Hears a Who!,71.0,G,86 min,14 Mar 2008,2008,"Animation, Adventure, Comedy, Family, Fantasy","$154,388,002",6.8,"122,457",Internet Movie Database,6.8/10,Rotten Tomatoes,79%,Metacritic,71/100
2401,2401,The House Bunny,55.0,PG-13,97 min,22 Aug 2008,2008,"Comedy, Romance","$48,237,389",5.5,"74,814",Internet Movie Database,5.5/10,Rotten Tomatoes,43%,Metacritic,55/100
2402,2402,Igor,40.0,PG,87 min,19 Sep 2008,2008,"Animation, Comedy, Family, Fantasy","$19,420,496",6.0,"21,525",Internet Movie Database,6.0/10,Rotten Tomatoes,38%,Metacritic,40/100
2403,2403,In Bruges,67.0,R,107 min,29 Feb 2008,2008,"Comedy, Crime, Drama, Thriller","$7,550,836",7.9,"365,138",Internet Movie Database,7.9/10,Rotten Tomatoes,84%,Metacritic,67/100
2404,2404,The Incredible Hulk,61.0,PG-13,112 min,13 Jun 2008,2008,"Action, Adventure, Sci-Fi","$134,518,390",6.7,"407,837",Internet Movie Database,6.7/10,Rotten Tomatoes,67%,Metacritic,61/100
2405,2405,Indiana Jones and the Kingdom of the Crystal Skull,65.0,PG-13,122 min,22 May 2008,2008,"Action, Adventure","$316,957,122",6.1,"397,404",Internet Movie Database,6.1/10,Rotten Tomatoes,78%,Metacritic,65/100
2407,2407,Iron Man,79.0,PG-13,126 min,02 May 2008,2008,"Action, Adventure, Sci-Fi","$318,298,180",7.9,"876,725",Internet Movie Database,7.9/10,Rotten Tomatoes,93%,Metacritic,79/100
2408,2408,Journey to the Center of the Earth,57.0,PG,93 min,11 Jul 2008,2008,"Action, Adventure, Family, Fantasy, Sci-Fi","$101,653,320",5.8,"105,815",Internet Movie Database,5.8/10,Rotten Tomatoes,61%,Metacritic,57/100
2409,2409,Jumper,35.0,PG-13,88 min,14 Feb 2008,2008,"Action, Adventure, Sci-Fi, Thriller","$80,055,499",6.1,"274,251",Internet Movie Database,6.1/10,Rotten Tomatoes,15%,Metacritic,35/100
2410,2410,Kit Kittredge: An American Girl,63.0,G,101 min,02 Jul 2008,2008,"Comedy, Drama, Family","$17,533,514",6.5,"5,309",Internet Movie Database,6.5/10,Rotten Tomatoes,80%,Metacritic,63/100
2411,2411,Kung Fu Panda,73.0,PG,92 min,06 Jun 2008,2008,"Animation, Action, Adventure, Comedy, Family","$215,395,021",7.5,"387,321",Internet Movie Database,7.5/10,Rotten Tomatoes,87%,Metacritic,73/100
2412,2412,Lakeview Terrace,47.0,PG-13,110 min,19 Sep 2008,2008,"Crime, Drama, Thriller","$39,263,506",6.1,"46,632",Internet Movie Database,6.1/10,Rotten Tomatoes,44%,Metacritic,47/100
2413,2413,Last Chance Harvey,57.0,PG-13,93 min,16 Jan 2009,2008,"Drama, Romance","$14,840,421",6.6,"19,637",Internet Movie Database,6.6/10,Rotten Tomatoes,71%,Metacritic,57/100
2414,2414,Leatherheads,56.0,PG-13,114 min,04 Apr 2008,2008,"Comedy, Drama, Romance, Sport","$31,199,215",6.0,"30,031",Internet Movie Database,6.0/10,Rotten Tomatoes,52%,Metacritic,56/100
2415,2415,The Love Guru,24.0,PG-13,87 min,20 Jun 2008,2008,"Comedy, Romance, Sport","$32,178,777",3.8,"48,075",Internet Movie Database,3.8/10,Rotten Tomatoes,14%,Metacritic,24/100
2416,2416,The Longshots,52.0,PG,94 min,22 Aug 2008,2008,"Biography, Comedy, Drama, Family, Sport","$11,389,715",5.3,"3,626",Internet Movie Database,5.3/10,Rotten Tomatoes,41%,Metacritic,52/100
