,Title,Metascore,Rated,Runtime,Released,Year,Genre,Box Office,imdb_rating,imdb_votes,imdb_source,imdb_score,rotten_source,rotten_score,metacrit_source,metacrit_score
4502,The Hitman's Bodyguard,47,R,118 min,18 Aug 2017,2017,"Action, Comedy, Thriller","$75,020,039",6.9,"165,357",Internet Movie Database,6.9/10,Rotten Tomatoes,43%,Metacritic,47/100
4503,Logan Lucky,78,PG-13,118 min,18 Aug 2017,2017,"Comedy, Crime, Drama","$27,696,504",7.0,"108,848",Internet Movie Database,7.0/10,Rotten Tomatoes,92%,Metacritic,78/100
4504,Patti Cake$,67,R,109 min,18 Aug 2017,2017,"Drama, Music","$794,817",6.7,"8,578",Internet Movie Database,6.7/10,Rotten Tomatoes,83%,Metacritic,67/100
4505,All Saints,63,PG,108 min,25 Aug 2017,2017,Drama,"$5,750,509",6.0,"1,248",Internet Movie Database,6.0/10,Rotten Tomatoes,95%,Metacritic,63/100
4506,Served Like a Girl,85,N/A,103 min,25 Aug 2017,2017,Documentary,"$8,237",7.8,53,Internet Movie Database,7.8/10,Rotten Tomatoes,100%,Metacritic,85/100
4507,Beach Rats,78,R,98 min,25 Jan 2018,2017,Drama,"$457,847",6.4,"9,903",Internet Movie Database,6.4/10,Rotten Tomatoes,85%,Metacritic,78/100
4508,Tulip Fever,38,R,105 min,01 Sep 2017,2017,"Drama, History, Romance","$2,399,374",6.2,"15,666",Internet Movie Database,6.2/10,Rotten Tomatoes,10%,Metacritic,38/100
4509,Unlocked,46,R,98 min,05 May 2017,2017,"Action, Drama, Mystery, Thriller",N/A,6.2,"24,634",Internet Movie Database,6.2/10,Rotten Tomatoes,27%,Metacritic,46/100
4510,It,69,R,135 min,08 Sep 2017,2017,Horror,"$326,898,358",7.4,"376,032",Internet Movie Database,7.4/10,Rotten Tomatoes,86%,Metacritic,69/100
4511,Home Again,41,PG-13,97 min,08 Sep 2017,2017,"Comedy, Drama, Romance","$26,353,346",5.8,"23,568",Internet Movie Database,5.8/10,Rotten Tomatoes,33%,Metacritic,41/100
4512,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4513,The Good Catholic,46,PG-13,96 min,08 Sep 2017,2017,"Comedy, Drama",N/A,5.2,805,Internet Movie Database,5.2/10,Rotten Tomatoes,42%,Metacritic,46/100
4514,Gun Shy,42,R,101 min,09 Mar 2000,2000,"Comedy, Crime, Romance",N/A,5.7,"6,624",Internet Movie Database,5.7/10,Rotten Tomatoes,24%,Metacritic,42/100
4515,American Assassin,45,R,112 min,15 Sep 2017,2017,"Action, Thriller","$34,449,582",6.2,"59,406",Internet Movie Database,6.2/10,Rotten Tomatoes,34%,Metacritic,45/100
4516,Mother!,75,R,121 min,15 Sep 2017,2017,"Drama, Horror, Mystery","$17,297,289",6.6,"162,256",Internet Movie Database,6.6/10,Rotten Tomatoes,69%,Metacritic,75/100
4517,Brad's Status,71,R,102 min,15 Sep 2017,2017,"Comedy, Drama, Music","$2,029,594",6.5,"13,807",Internet Movie Database,6.5/10,Rotten Tomatoes,79%,Metacritic,71/100
4518,Kingsman: The Golden Circle,44,R,141 min,22 Sep 2017,2017,"Action, Adventure, Comedy","$99,733,121",6.8,"237,263",Internet Movie Database,6.8/10,Rotten Tomatoes,52%,Metacritic,44/100
4519,The Lego Ninjago Movie,55,PG,101 min,22 Sep 2017,2017,"Animation, Action, Adventure, Comedy, Family","$58,938,889",6.0,"19,726",Internet Movie Database,6.0/10,Rotten Tomatoes,55%,Metacritic,55/100
4520,Stronger,76,R,119 min,29 Sep 2017,2017,"Biography, Drama","$4,192,426",6.9,"34,661",Internet Movie Database,6.9/10,Rotten Tomatoes,90%,Metacritic,76/100
4521,Battle of the Sexes,73,PG-13,121 min,29 Sep 2017,2017,"Biography, Comedy, Drama, Sport","$12,552,907",6.7,"44,355",Internet Movie Database,6.7/10,Rotten Tomatoes,85%,Metacritic,73/100
4522,Woodshock,39,R,100 min,22 Sep 2017,2017,"Drama, Thriller","$41,126",4.3,"1,259",Internet Movie Database,4.3/10,Rotten Tomatoes,23%,Metacritic,39/100
4523,Victoria & Abdul,58,PG-13,111 min,06 Oct 2017,2017,"Biography, Drama, History","$21,667,320",6.8,"26,346",Internet Movie Database,6.8/10,Rotten Tomatoes,66%,Metacritic,58/100
4524,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4525,American Made,65,R,115 min,29 Sep 2017,2017,"Action, Biography, Comedy, Crime","$51,071,805",7.1,"136,204",Internet Movie Database,7.1/10,Rotten Tomatoes,86%,Metacritic,65/100
4526,Flatliners,55,R,115 min,10 Aug 1990,1990,"Drama, Horror, Sci-Fi, Thriller",N/A,6.6,"75,618",Internet Movie Database,6.6/10,Rotten Tomatoes,48%,Metacritic,55/100
4527,Mark Felt: The Man Who Brought Down the White House,49,PG-13,103 min,29 Sep 2017,2017,"Biography, Drama, History, Thriller",N/A,6.4,"9,809",Internet Movie Database,6.4/10,Metacritic,49/100,null,null
4528,Title,N/A,N/A,N/A,N/A,1978,Short,N/A,3.3,13,Internet Movie Database,3.3/10,null,null,null,null
4529,Blade Runner 2049,81,R,164 min,06 Oct 2017,2017,"Action, Drama, Mystery, Sci-Fi, Thriller","$91,800,042",8.0,"388,084",Internet Movie Database,8.0/10,Rotten Tomatoes,87%,Metacritic,81/100
4530,The Mountain Between Us,48,PG-13,112 min,06 Oct 2017,2017,"Drama, Romance","$29,669,726",6.4,"58,286",Internet Movie Database,6.4/10,Rotten Tomatoes,39%,Metacritic,48/100
4531,My Little Pony: The Movie,39,PG,99 min,06 Oct 2017,2017,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Musical, Sci-Fi, Thriller","$21,732,671",6.1,"5,256",Internet Movie Database,6.1/10,Rotten Tomatoes,48%,Metacritic,39/100
4532,The Florida Project,92,R,111 min,10 Nov 2017,2017,Drama,"$5,412,775",7.6,"74,572",Internet Movie Database,7.6/10,Rotten Tomatoes,96%,Metacritic,92/100
4533,Brawl in Cell Block 99,79,Not Rated,132 min,06 Oct 2017,2017,"Action, Crime, Drama",N/A,7.1,"47,946",Internet Movie Database,7.1/10,Rotten Tomatoes,91%,Metacritic,79/100
4534,Happy Death Day,58,PG-13,96 min,13 Oct 2017,2017,"Horror, Mystery, Thriller","$55,398,005",6.5,"92,488",Internet Movie Database,6.5/10,Rotten Tomatoes,71%,Metacritic,58/100
4535,Marshall,66,PG-13,118 min,13 Oct 2017,2017,"Biography, Crime, Drama, History",N/A,7.2,"15,156",Internet Movie Database,7.2/10,Metacritic,66/100,null,null
4536,Breathe,51,PG-13,118 min,27 Oct 2017,2017,"Biography, Drama, Romance","$475,685",7.1,"15,742",Internet Movie Database,7.1/10,Rotten Tomatoes,68%,Metacritic,51/100
4537,Goodbye Christopher Robin,54,PG,107 min,29 Sep 2017,2017,"Biography, Drama","$1,659,463",7.1,"21,151",Internet Movie Database,7.1/10,Rotten Tomatoes,63%,Metacritic,54/100
4538,Professor Marston and the Wonder Women,68,R,108 min,13 Oct 2017,2017,"Biography, Drama","$1,583,641",7.1,"18,618",Internet Movie Database,7.1/10,Rotten Tomatoes,86%,Metacritic,68/100
4539,Blood Money,42,R,100 min,13 Oct 2017,2017,"Crime, Drama, Thriller",N/A,4.4,"1,694",Internet Movie Database,4.4/10,Rotten Tomatoes,50%,Metacritic,42/100
4540,Geostorm,21,PG-13,109 min,20 Oct 2017,2017,"Action, Sci-Fi, Thriller","$33,681,965",5.3,"80,932",Internet Movie Database,5.3/10,Rotten Tomatoes,16%,Metacritic,21/100
4541,Only the Brave,72,PG-13,134 min,20 Oct 2017,2017,"Action, Biography, Drama","$18,255,680",7.7,"47,179",Internet Movie Database,7.7/10,Rotten Tomatoes,87%,Metacritic,72/100
4542,Boo 2! A Madea Halloween,17,PG-13,101 min,20 Oct 2017,2017,"Comedy, Drama, Horror","$46,649,659",3.7,"3,506",Internet Movie Database,3.7/10,Rotten Tomatoes,5%,Metacritic,17/100
4543,Same Kind of Different as Me,47,PG-13,119 min,20 Oct 2017,2017,"Biography, Drama","$6,410,279",6.5,"4,670",Internet Movie Database,6.5/10,Rotten Tomatoes,33%,Metacritic,47/100
4544,Leatherface,40,R,90 min,14 Sep 2017,2017,"Crime, Horror, Thriller",N/A,5.0,"16,920",Internet Movie Database,5.0/10,Rotten Tomatoes,30%,Metacritic,40/100
4545,Wonderstruck,71,PG,116 min,20 Oct 2017,2017,"Drama, Mystery","$976,561",6.2,"8,365",Internet Movie Database,6.2/10,Rotten Tomatoes,67%,Metacritic,71/100
4546,The Killing of a Sacred Deer,73,R,121 min,03 Nov 2017,2017,"Drama, Mystery, Thriller","$1,955,883",7.0,"93,763",Internet Movie Database,7.0/10,Rotten Tomatoes,80%,Metacritic,73/100
4547,Thank You for Your Service,68,R,109 min,27 Oct 2017,2017,"Biography, Drama, War","$9,437,885",6.5,"10,297",Internet Movie Database,6.5/10,Rotten Tomatoes,77%,Metacritic,68/100
4548,Suburbicon,42,R,105 min,27 Oct 2017,2017,"Comedy, Crime, Drama, Mystery, Thriller",N/A,5.6,"32,485",Internet Movie Database,5.6/10,Metacritic,42/100,null,null
4549,Jigsaw,39,R,92 min,27 Oct 2017,2017,"Horror, Mystery, Thriller","$36,462,005",5.8,"59,377",Internet Movie Database,5.8/10,Rotten Tomatoes,33%,Metacritic,39/100
4550,Novitiate,73,R,123 min,20 Jan 2017,2017,Drama,"$570,409",6.7,"3,023",Internet Movie Database,6.7/10,Rotten Tomatoes,86%,Metacritic,73/100
4551,All I See Is You,43,R,109 min,27 Oct 2017,2016,"Drama, Mystery, Romance",N/A,5.4,"8,700",Internet Movie Database,5.4/10,Rotten Tomatoes,26%,Metacritic,43/100
4552,Amityville: The Awakening,42,PG-13,85 min,12 Oct 2017,2017,"Horror, Thriller",N/A,4.8,"11,247",Internet Movie Database,4.8/10,Rotten Tomatoes,32%,Metacritic,42/100
4553,Thor: Ragnarok,74,PG-13,130 min,03 Nov 2017,2017,"Action, Adventure, Comedy, Fantasy, Sci-Fi","$314,971,245",7.9,"503,786",Internet Movie Database,7.9/10,Rotten Tomatoes,92%,Metacritic,74/100
4554,A Bad Moms Christmas,42,R,104 min,01 Nov 2017,2017,Comedy,"$72,080,547",5.5,"34,080",Internet Movie Database,5.5/10,Rotten Tomatoes,32%,Metacritic,42/100
4555,Last Flag Flying,65,R,125 min,03 Nov 2017,2017,"Comedy, Drama, War","$411,864",6.9,"19,505",Internet Movie Database,6.9/10,Rotten Tomatoes,78%,Metacritic,65/100
4556,Lady Bird,94,R,94 min,01 Dec 2017,2017,"Comedy, Drama","$48,285,330",7.4,"183,698",Internet Movie Database,7.4/10,Rotten Tomatoes,99%,Metacritic,94/100
4557,Murder on the Orient Express,52,PG-13,114 min,10 Nov 2017,2017,"Crime, Drama, Mystery","$101,555,644",6.5,"182,536",Internet Movie Database,6.5/10,Rotten Tomatoes,60%,Metacritic,52/100
4558,Daddy's Home 2,30,PG-13,100 min,10 Nov 2017,2017,Comedy,"$102,934,995",6.0,"50,842",Internet Movie Database,6.0/10,Rotten Tomatoes,21%,Metacritic,30/100
4559,LBJ,54,R,98 min,03 Nov 2017,2016,"Biography, Drama, History","$2,359,952",6.5,"4,569",Internet Movie Database,6.5/10,Rotten Tomatoes,57%,Metacritic,54/100
4560,"Three Billboards Outside Ebbing, Missouri",88,R,115 min,01 Dec 2017,2017,"Crime, Drama","$52,000,189",8.2,"357,347",Internet Movie Database,8.2/10,Rotten Tomatoes,90%,Metacritic,88/100
4561,Mayhem,62,Unrated,86 min,10 Nov 2017,2017,"Action, Comedy, Horror, Thriller",N/A,6.3,"12,472",Internet Movie Database,6.3/10,Rotten Tomatoes,84%,Metacritic,62/100
4562,Justice League,45,PG-13,120 min,17 Nov 2017,2017,"Action, Adventure, Fantasy, Sci-Fi","$227,032,490",6.4,"339,190",Internet Movie Database,6.4/10,Rotten Tomatoes,40%,Metacritic,45/100
4563,The Star,42,PG,86 min,17 Nov 2017,2017,"Animation, Adventure, Comedy, Family, Fantasy","$40,448,404",6.1,"5,298",Internet Movie Database,6.1/10,Rotten Tomatoes,42%,Metacritic,42/100
4564,Wonder,66,PG,113 min,17 Nov 2017,2017,"Drama, Family","$132,090,170",8.0,"114,830",Internet Movie Database,8.0/10,Rotten Tomatoes,85%,Metacritic,66/100
4565,Cook Off!,N/A,R,98 min,17 Nov 2017,2007,Comedy,N/A,4.0,702,Internet Movie Database,4.0/10,null,null,null,null
4566,Mr. Roosevelt,73,R,90 min,22 Nov 2017,2017,Comedy,N/A,6.2,"1,947",Internet Movie Database,6.2/10,Rotten Tomatoes,100%,Metacritic,73/100
4567,"Roman J. Israel, Esq.",58,PG-13,122 min,22 Nov 2017,2017,"Crime, Drama, Thriller","$11,887,893",6.4,"24,447",Internet Movie Database,6.4/10,Rotten Tomatoes,53%,Metacritic,58/100
4568,Coco,81,PG,105 min,22 Nov 2017,2017,"Animation, Adventure, Family, Fantasy, Music, Mystery","$208,487,719",8.4,"292,392",Internet Movie Database,8.4/10,Rotten Tomatoes,97%,Metacritic,81/100
4569,Darkest Hour,75,PG-13,125 min,22 Dec 2017,2017,"Biography, Drama, History, War","$28,086,332",7.4,"140,536",Internet Movie Database,7.4/10,Rotten Tomatoes,85%,Metacritic,75/100
4570,The Man Who Invented Christmas,60,PG,104 min,22 Nov 2017,2017,"Biography, Comedy, Drama","$5,652,908",7.0,"9,582",Internet Movie Database,7.0/10,Rotten Tomatoes,79%,Metacritic,60/100
4571,Call Me by Your Name,93,R,132 min,19 Jan 2018,2017,"Drama, Romance",N/A,7.9,"160,291",Internet Movie Database,7.9/10,Rotten Tomatoes,95%,Metacritic,93/100
4572,The Disaster Artist,76,R,104 min,08 Dec 2017,2017,"Biography, Comedy, Drama",N/A,7.4,"115,282",Internet Movie Database,7.4/10,Rotten Tomatoes,91%,Metacritic,76/100
4573,The Shape of Water,87,R,123 min,22 Dec 2017,2017,"Adventure, Drama, Fantasy, Romance, Thriller","$57,393,976",7.3,"316,775",Internet Movie Database,7.3/10,Rotten Tomatoes,92%,Metacritic,87/100
4574,Wonder Wheel,45,PG-13,101 min,15 Dec 2017,2017,Drama,N/A,6.2,"20,518",Internet Movie Database,6.2/10,Rotten Tomatoes,31%,Metacritic,45/100
4575,"I, Tonya",77,R,120 min,19 Jan 2018,2017,"Biography, Comedy, Drama, Sport","$28,950,158",7.5,"147,538",Internet Movie Database,7.5/10,Rotten Tomatoes,89%,Metacritic,77/100
4576,Just Getting Started,21,PG-13,91 min,08 Dec 2017,2017,"Action, Comedy",N/A,4.4,"5,084",Internet Movie Database,4.4/10,Rotten Tomatoes,5%,Metacritic,21/100
4577,Star Wars: The Last Jedi,85,PG-13,152 min,15 Dec 2017,2017,"Action, Adventure, Fantasy, Sci-Fi","$619,117,636",7.1,"472,141",Internet Movie Database,7.1/10,Rotten Tomatoes,91%,Metacritic,85/100
4578,Ferdinand,58,PG,108 min,15 Dec 2017,2017,"Animation, Adventure, Comedy, Family, Fantasy","$70,466,891",6.7,"41,519",Internet Movie Database,6.7/10,Rotten Tomatoes,71%,Metacritic,58/100
4579,Beyond Skyline,46,R,106 min,15 Dec 2017,2017,"Action, Adventure, Horror, Sci-Fi, Thriller",N/A,5.3,"15,701",Internet Movie Database,5.3/10,Rotten Tomatoes,63%,Metacritic,46/100
4580,Jumanji: Welcome to the Jungle,58,PG-13,119 min,20 Dec 2017,2017,"Action, Adventure, Comedy, Fantasy","$393,201,353",6.9,"250,823",Internet Movie Database,6.9/10,Rotten Tomatoes,76%,Metacritic,58/100
4581,The Greatest Showman,48,PG,105 min,20 Dec 2017,2017,"Biography, Drama, Musical","$164,616,443",7.6,"204,834",Internet Movie Database,7.6/10,Rotten Tomatoes,56%,Metacritic,48/100
4582,Pitch Perfect 3,40,PG-13,93 min,22 Dec 2017,2017,"Comedy, Music","$104,880,310",5.8,"46,752",Internet Movie Database,5.8/10,Rotten Tomatoes,30%,Metacritic,40/100
4583,Downsizing,63,R,135 min,22 Dec 2017,2017,"Drama, Sci-Fi","$22,932,429",5.7,"78,764",Internet Movie Database,5.7/10,Rotten Tomatoes,49%,Metacritic,63/100
4584,Father Figures,22,R,113 min,22 Dec 2017,2017,"Comedy, Drama, Sport","$16,772,934",5.5,"14,904",Internet Movie Database,5.5/10,Rotten Tomatoes,17%,Metacritic,22/100
4585,The Post,83,PG-13,116 min,12 Jan 2018,2017,"Biography, Drama, History, Thriller","$80,369,969",7.2,"111,199",Internet Movie Database,7.2/10,Rotten Tomatoes,88%,Metacritic,83/100
4586,Bright,29,TV-MA,117 min,22 Dec 2017,2017,"Action, Crime, Fantasy, Thriller",N/A,6.4,"151,558",Internet Movie Database,6.4/10,Rotten Tomatoes,27%,Metacritic,29/100
4587,Crooked House,59,PG-13,115 min,21 Nov 2017,2017,"Crime, Drama, Mystery",N/A,6.3,"14,150",Internet Movie Database,6.3/10,Rotten Tomatoes,57%,Metacritic,59/100
4588,Hostiles,65,R,134 min,26 Jan 2018,2017,"Adventure, Drama, Western","$29,472,340",7.2,"55,878",Internet Movie Database,7.2/10,Rotten Tomatoes,71%,Metacritic,65/100
4589,All the Money in the World,72,R,132 min,25 Dec 2017,2017,"Biography, Crime, Drama, Mystery, Thriller","$20,153,135",6.8,"62,205",Internet Movie Database,6.8/10,Rotten Tomatoes,79%,Metacritic,72/100
4590,Molly's Game,71,R,140 min,05 Jan 2018,2017,"Biography, Crime, Drama","$28,744,803",7.5,"108,499",Internet Movie Database,7.5/10,Rotten Tomatoes,82%,Metacritic,71/100
4591,Phantom Thread,90,R,130 min,19 Jan 2018,2017,"Drama, Romance","$947,190",7.5,"88,548",Internet Movie Database,7.5/10,Rotten Tomatoes,91%,Metacritic,90/100
4592,Insidious: The Last Key,49,PG-13,103 min,05 Jan 2018,2018,"Horror, Mystery, Thriller","$29,581,355",5.7,"44,087",Internet Movie Database,5.7/10,Rotten Tomatoes,33%,Metacritic,49/100
4593,The Strange Ones,57,R,81 min,05 Jan 2018,2017,"Drama, Thriller",N/A,5.0,"2,002",Internet Movie Database,5.0/10,Rotten Tomatoes,56%,Metacritic,57/100
4594,Stratton,26,R,95 min,05 Jan 2018,2017,"Action, Thriller",N/A,4.8,"3,930",Internet Movie Database,4.8/10,Rotten Tomatoes,0%,Metacritic,26/100
4595,Sweet Country,87,R,113 min,06 Apr 2018,2017,"Adventure, Crime, Drama, History, Thriller, Western",N/A,6.9,"5,778",Internet Movie Database,6.9/10,Rotten Tomatoes,96%,Metacritic,87/100
4596,The Commuter,56,PG-13,105 min,12 Jan 2018,2018,"Action, Mystery, Thriller","$36,241,300",6.3,"86,404",Internet Movie Database,6.3/10,Rotten Tomatoes,56%,Metacritic,56/100
4597,Proud Mary,35,R,89 min,12 Jan 2018,2018,"Action, Crime, Drama, Thriller",N/A,4.9,"7,062",Internet Movie Database,4.9/10,Rotten Tomatoes,28%,Metacritic,35/100
4598,Acts of Violence,28,R,86 min,12 Jan 2018,2018,"Action, Crime, Thriller",N/A,5.2,"8,354",Internet Movie Database,5.2/10,Rotten Tomatoes,0%,Metacritic,28/100
4599,Freak Show,54,Unrated,91 min,12 Jan 2018,2017,"Comedy, Drama",N/A,6.3,"2,160",Internet Movie Database,6.3/10,Rotten Tomatoes,50%,Metacritic,54/100
4600,Humor Me,53,N/A,93 min,12 Jan 2018,2017,Comedy,N/A,6.0,683,Internet Movie Database,6.0/10,Metacritic,53/100,null,null
4601,Vazante,68,N/A,116 min,12 Jan 2018,2017,"Adventure, Drama",N/A,6.2,408,Internet Movie Database,6.2/10,Rotten Tomatoes,88%,Metacritic,68/100
4602,Mary and the Witch's Flower,75,PG,103 min,08 Jul 2017,2017,"Animation, Adventure, Family, Fantasy",N/A,6.8,"9,153",Internet Movie Database,6.8/10,Metacritic,75/100,null,null
4603,12 Strong,54,R,130 min,19 Jan 2018,2018,"Action, Drama, History, War",N/A,6.6,"53,096",Internet Movie Database,6.6/10,Rotten Tomatoes,51%,Metacritic,54/100
4604,Den of Thieves,49,R,140 min,19 Jan 2018,2018,"Action, Crime, Drama, Mystery, Thriller","$44,680,327",7.0,"72,351",Internet Movie Database,7.0/10,Rotten Tomatoes,41%,Metacritic,49/100
4605,Forever My Girl,36,PG,108 min,19 Jan 2018,2018,"Drama, Music, Romance","$16,174,498",6.7,"11,228",Internet Movie Database,6.7/10,Rotten Tomatoes,24%,Metacritic,36/100
4606,Maze Runner: The Death Cure,50,PG-13,143 min,26 Jan 2018,2018,"Action, Sci-Fi, Thriller","$57,074,211",6.2,"94,210",Internet Movie Database,6.2/10,Rotten Tomatoes,43%,Metacritic,50/100
4607,The Insult,72,R,113 min,25 Jun 2019,2017,"Crime, Drama, Thriller",N/A,7.7,"11,678",Internet Movie Database,7.7/10,Metacritic,72/100,null,null
4608,Please Stand By,49,PG-13,93 min,26 Jan 2018,2017,"Comedy, Drama",N/A,6.7,"8,799",Internet Movie Database,6.7/10,Rotten Tomatoes,58%,Metacritic,49/100
4609,Winchester,28,PG-13,99 min,02 Feb 2018,2018,"Biography, Drama, Fantasy, Horror, Mystery, Thriller","$24,553,838",5.4,"25,280",Internet Movie Database,5.4/10,Rotten Tomatoes,14%,Metacritic,28/100
4610,A Fantastic Woman,86,R,104 min,02 Feb 2018,2017,Drama,"$806,746",7.2,"18,728",Internet Movie Database,7.2/10,Rotten Tomatoes,93%,Metacritic,86/100
4611,Armed,N/A,R,118 min,14 Sep 2018,2018,"Action, Thriller",N/A,3.3,373,Internet Movie Database,3.3/10,null,null,null,null
4612,The Cloverfield Paradox,37,PG-13,102 min,04 Feb 2018,2018,"Drama, Horror, Mystery, Sci-Fi, Thriller",N/A,5.5,"85,084",Internet Movie Database,5.5/10,Rotten Tomatoes,18%,Metacritic,37/100
4613,Peter Rabbit,51,PG,95 min,09 Feb 2018,2018,"Animation, Adventure, Comedy, Family, Fantasy","$84,060,376",6.5,"28,883",Internet Movie Database,6.5/10,Rotten Tomatoes,64%,Metacritic,51/100
4614,Fifty Shades Freed,31,R,105 min,09 Feb 2018,2018,"Drama, Romance, Thriller","$95,599,460",4.5,"45,611",Internet Movie Database,4.5/10,Rotten Tomatoes,12%,Metacritic,31/100
4615,The 15:17 to Paris,45,PG-13,94 min,09 Feb 2018,2018,"Biography, Drama, Thriller","$35,003,216",5.2,"23,086",Internet Movie Database,5.2/10,Rotten Tomatoes,23%,Metacritic,45/100
4616,La Boda de Valentina,N/A,R,107 min,09 Feb 2018,2018,"Comedy, Romance","$2,675,608",4.7,512,Internet Movie Database,4.7/10,Rotten Tomatoes,22%,null,null
4617,Kri,N/A,N/A,138 min,09 Feb 2018,2018,"Action, Drama",N/A,N/A,N/A,null,null,null,null,null,null
4618,Permission,62,N/A,96 min,09 Feb 2018,2017,"Comedy, Drama, Romance",N/A,5.3,"3,228",Internet Movie Database,5.3/10,Rotten Tomatoes,67%,Metacritic,62/100
4619,Monster Family,N/A,PG,93 min,09 Feb 2018,2017,"Animation, Comedy, Family, Horror",N/A,4.8,"3,311",Internet Movie Database,4.8/10,Rotten Tomatoes,10%,null,null
4620,Golden Exits,71,R,94 min,09 Feb 2018,2017,Drama,N/A,5.8,"1,580",Internet Movie Database,5.8/10,Rotten Tomatoes,67%,Metacritic,71/100
4621,Black Panther,88,PG-13,134 min,16 Feb 2018,2018,"Action, Adventure, Sci-Fi","$501,105,037",7.3,"538,936",Internet Movie Database,7.3/10,Rotten Tomatoes,96%,Metacritic,88/100
4622,Early Man,68,PG,89 min,16 Feb 2018,2018,"Animation, Adventure, Comedy, Family, Fantasy, Sport",N/A,6.1,"16,470",Internet Movie Database,6.1/10,Rotten Tomatoes,81%,Metacritic,68/100
4623,Loveless,86,R,127 min,01 Jun 2017,2017,Drama,N/A,7.6,"24,303",Internet Movie Database,7.6/10,Metacritic,86/100,null,null
4624,The Party,N/A,PG,99 min,03 Apr 1968,1968,Comedy,N/A,7.6,"35,143",Internet Movie Database,7.6/10,Rotten Tomatoes,82%,null,null
4625,Nostalgia,N/A,Not Rated,125 min,01 Mar 1992,1983,Drama,"$5,233",8.1,"19,306",Internet Movie Database,8.1/10,Rotten Tomatoes,85%,null,null
4626,Black '47,65,R,100 min,28 Sep 2018,2018,"Action, Drama",N/A,6.8,"7,501",Internet Movie Database,6.8/10,Rotten Tomatoes,78%,Metacritic,65/100
4627,Samson,17,PG-13,110 min,16 Feb 2018,2018,"Action, Drama","$4,436,089",4.4,"3,620",Internet Movie Database,4.4/10,Rotten Tomatoes,25%,Metacritic,17/100
4628,Game Night,66,R,100 min,23 Feb 2018,2018,"Action, Comedy, Crime, Mystery","$33,537,766",6.9,"169,358",Internet Movie Database,6.9/10,Rotten Tomatoes,85%,Metacritic,66/100
4629,Annihilation,79,R,115 min,23 Feb 2018,2018,"Adventure, Drama, Horror, Mystery, Sci-Fi, Thriller","$20,636,742",6.9,"236,582",Internet Movie Database,6.9/10,Rotten Tomatoes,87%,Metacritic,79/100
